# Test results for rooting positions on every branch
# This file can be read in MS Excel or in R with command:
#    dat=read.csv('TOP_simion_10k.roottest.csv',comment.char='#')
# Columns are comma-separated with following meanings:
#    ID:      Branch ID
#    logL:    Log-likelihood of the tree rooted at this branch
#    deltaL:  logL difference from the maximal logl
#    bp-RELL: bootstrap proportion using RELL method (Kishino et al. 1990)
#    p-KH:    p-value of one sided Kishino-Hasegawa test (1989)
#    p-SH:    p-value of Shimodaira-Hasegawa test (2000)
#    c-ELW:   Expected Likelihood Weight (Strimmer & Rambaut 2002)
#    p-AU:    p-value of approximately unbiased (AU) test (Shimodaira, 2002)
ID,logL,deltaL,bp-RELL,p-KH,p-SH,c-ELW,p-AU
42,-13629744.84,970.7822019,0,0,0,0,3.04059334e-05
38,-13629746.92,972.8596741,0,0,0,0,8.22206928e-70
16,-13629751.2,977.146523,0,0,0,0,0.1324158223
35,-13629755.71,981.6474828,0,0,0,0,0.001135692514
39,-13629761.96,987.9050698,0,0,0,0,6.286553752e-09
77,-13629788.7,1014.642365,0,0,0,0,3.180643392e-41
26,-13629793.3,1019.24446,0,0,0,0,3.74809623e-45
25,-13629796.18,1022.122114,0,0,0,0,3.09483013e-46
17,-13629800.36,1026.298215,0,0,0,0,0.0004394318697
92,-13629824.78,1050.724532,0,0,0,0,0.01752427143
93,-13629830.17,1056.112292,0,0,0,0,0.0153312201
81,-13629838.35,1064.294099,0,0,0,0,1.127033179e-46
89,-13629849.12,1075.063236,0,0,0,0,1.958855253e-05
88,-13629849.77,1075.707711,0,0,0,0,0.0001940116803
86,-13629859.79,1085.727909,0,0,0,0,4.703624058e-43
78,-13629864.08,1090.026392,0,0,0,0,3.489762849e-80
83,-13629942.93,1168.875613,0,0,0,0,1.730962643e-48
80,-13629958.18,1184.126036,0,0,0,0,2.27283038e-45
82,-13629961.14,1187.083181,0,0,0,0,1.39534999e-05
85,-13629970.48,1196.424694,0,0,0,0,3.980613785e-42
79,-13629985.75,1211.69009,0,0,0,0,1.305307816e-135
84,-13629986.01,1211.956051,0,0,0,0,5.752435023e-06

